"name"	"ID"	"CntrUS_vs_CntrStim_p.val"	"FarnStim_vs_CntrStim_p.val"	"FarnStim_vs_CntrUS_p.val"	"FarnStim_vs_GeraStim_p.val"	"FarnStim_vs_GeraUS_p.val"	"FarnUS_vs_CntrStim_p.val"	"FarnUS_vs_CntrUS_p.val"	"FarnUS_vs_FarnStim_p.val"	"FarnUS_vs_GeraStim_p.val"	"FarnUS_vs_GeraUS_p.val"	"GeraStim_vs_CntrStim_p.val"	"GeraStim_vs_CntrUS_p.val"	"GeraUS_vs_CntrStim_p.val"	"GeraUS_vs_CntrUS_p.val"	"GeraUS_vs_GeraStim_p.val"	"CntrUS_vs_CntrStim_p.adj"	"FarnStim_vs_CntrStim_p.adj"	"FarnStim_vs_CntrUS_p.adj"	"FarnStim_vs_GeraStim_p.adj"	"FarnStim_vs_GeraUS_p.adj"	"FarnUS_vs_CntrStim_p.adj"	"FarnUS_vs_CntrUS_p.adj"	"FarnUS_vs_FarnStim_p.adj"	"FarnUS_vs_GeraStim_p.adj"	"FarnUS_vs_GeraUS_p.adj"	"GeraStim_vs_CntrStim_p.adj"	"GeraStim_vs_CntrUS_p.adj"	"GeraUS_vs_CntrStim_p.adj"	"GeraUS_vs_CntrUS_p.adj"	"GeraUS_vs_GeraStim_p.adj"	"CntrUS_vs_CntrStim_significant"	"FarnStim_vs_CntrStim_significant"	"FarnStim_vs_CntrUS_significant"	"FarnStim_vs_GeraStim_significant"	"FarnStim_vs_GeraUS_significant"	"FarnUS_vs_CntrStim_significant"	"FarnUS_vs_CntrUS_significant"	"FarnUS_vs_FarnStim_significant"	"FarnUS_vs_GeraStim_significant"	"FarnUS_vs_GeraUS_significant"	"GeraStim_vs_CntrStim_significant"	"GeraStim_vs_CntrUS_significant"	"GeraUS_vs_CntrStim_significant"	"GeraUS_vs_CntrUS_significant"	"GeraUS_vs_GeraStim_significant"	"significant"	"CntrUS_vs_CntrStim_ratio"	"FarnStim_vs_CntrStim_ratio"	"FarnStim_vs_CntrUS_ratio"	"FarnStim_vs_GeraStim_ratio"	"FarnStim_vs_GeraUS_ratio"	"FarnUS_vs_CntrStim_ratio"	"FarnUS_vs_CntrUS_ratio"	"FarnUS_vs_FarnStim_ratio"	"FarnUS_vs_GeraStim_ratio"	"FarnUS_vs_GeraUS_ratio"	"GeraStim_vs_CntrStim_ratio"	"GeraStim_vs_CntrUS_ratio"	"GeraUS_vs_CntrStim_ratio"	"GeraUS_vs_CntrUS_ratio"	"GeraUS_vs_GeraStim_ratio"	"CntrStim_centered"	"CntrUS_centered"	"FarnStim_centered"	"FarnUS_centered"	"GeraStim_centered"	"GeraUS_centered"
"ABHD12"	"Q8N2K0"	0.400302598484236	3.71052852862632e-07	3.23913354326201e-06	0.759096815155814	0.538999363842382	8.67337473333145e-06	8.17336738743923e-05	0.227795258402786	0.134430703612273	0.074605416107939	1.7261671656883e-07	1.4644278717085e-06	8.07166196109374e-08	6.63818513285579e-07	0.75703741023005	0.907	0.0116	0.149	0.939	0.924	0.305	0.0628	0.823	0.928	0.932	0.537	0.528	0.589	0.592	0.923	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.172	1.36	1.19	-0.0622	-0.125	1.11	0.938	-0.248	-0.31	-0.373	1.42	1.25	1.48	1.31	0.0628	-0.924	-0.752	0.434	0.186	0.496	0.559
"ABHD16A"	"O95870"	0.903697349173395	9.60387506143991e-09	7.26423887142833e-09	0.0690009350276578	0.733999157990639	5.57853842870863e-09	4.23587909565625e-09	0.813344102781716	0.109225696586286	0.917215031594261	1.56808743286532e-10	1.22226052847932e-10	4.40296833433084e-09	3.34893668770003e-09	0.132359376501772	0.936	0.000654	0.00747	0.886	0.93	0.0256	5.03e-06	0.91	0.926	0.963	0.168	0.116	0.429	0.252	0.818	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.0379	2.57	2.61	-0.589	-0.107	2.65	2.68	0.074	-0.515	-0.0326	3.16	3.2	2.68	2.72	-0.482	-1.84	-1.87	0.735	0.809	1.32	0.842
"ACAA1"	"P09110"	0.307734750978624	1.31638695397059e-13	7.55609176276858e-13	0.00777841977929018	0.00767178596522765	1.34816584870514e-12	8.93479118422156e-12	0.18182546945071	0.142176578190198	0.140724752833731	2.19735307565372e-11	1.74196726459883e-10	2.22194498997461e-11	1.76273759812731e-10	0.995438849409216	0.896	4.08e-11	1.36e-06	0.816	0.825	6.77e-05	6.67e-11	0.802	0.929	0.941	0.0994	0.127	0.184	0.126	0.935	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.296	3.99	3.7	0.82	0.821	3.6	3.31	-0.39	0.43	0.432	3.17	2.88	3.17	2.88	-0.00164	-2.37	-2.08	1.62	1.23	0.801	0.799
"ACOT8"	"O14734"	0.118335197000562	9.2677878374729e-10	3.57555108150306e-08	0.109721153725549	0.016651995164894	7.64686923926586e-08	4.36221210373156e-06	0.0641567841513993	0.783679275605965	0.536361370204305	3.93967564275046e-08	2.13650197764965e-06	3.5450292336328e-07	2.23374268246124e-05	0.374303178042352	0.849	6.39e-05	0.0193	0.898	0.848	0.0759	0.00947	0.685	0.95	0.957	0.448	0.548	0.657	0.752	0.889	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.332	1.92	1.59	0.34	0.526	1.52	1.19	-0.397	-0.0569	0.129	1.58	1.25	1.39	1.06	-0.186	-1.12	-0.791	0.794	0.397	0.454	0.269
"ACOX1"	"Q15067"	1.11166133072595e-05	7.41560989302066e-14	1.99889258955205e-09	0.184946890976196	0.386578429303753	2.89025027865488e-11	7.07352649949418e-06	0.00229575970821831	6.70125100922674e-05	0.0190110342090633	9.07584397012433e-15	1.12486261138223e-10	3.14067608251877e-13	1.46165325680838e-08	0.0337207923038033	0.0716	1.08e-11	0.00318	0.91	0.918	0.00106	0.0137	0.238	0.748	0.91	0.00421	0.114	0.0621	0.348	0.675	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	1.59	4.22	2.63	-0.399	0.258	3.23	1.64	-0.991	-1.39	-0.733	4.62	3.03	3.97	2.37	-0.657	-2.94	-1.35	1.28	0.293	1.68	1.03
"ADAM10"	"O14672"	0.585827139586877	1.70256523272564e-10	5.3841945008632e-10	6.08620289771315e-11	1.53434946277851e-12	7.66424488507771e-11	2.35869551733237e-10	0.697043426691493	1.34449647428977e-10	3.10524148204258e-12	1.20580940281688e-17	2.32182436341776e-17	1.32422370300898e-18	2.42171762940725e-18	0.0607547762260902	0.921	9.08e-06	0.0013	0.00239	0.00126	0.00205	5.11e-08	0.902	0.0618	0.0017	3.13e-05	2.77e-05	4.64e-05	8.57e-07	0.744	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0901	1.66	1.57	-1.74	-2.06	1.72	1.63	0.0643	-1.68	-2	3.4	3.31	3.72	3.63	0.32	-1.76	-1.67	-0.107	-0.0425	1.63	1.95
"AGK"	"Q53H12"	0.96750259205634	7.9649414547561e-07	8.83636045269561e-07	0.471762791455591	0.633222783262945	2.22971856079605e-05	2.48386592010455e-05	0.207935921311843	0.0536625609601039	0.0877724446972491	1.30196260708766e-07	1.4393580926114e-07	2.38783343229294e-07	2.64309796499842e-07	0.806544666736056	0.938	0.0188	0.0892	0.929	0.927	0.368	0.0312	0.815	0.916	0.934	0.52	0.406	0.64	0.538	0.926	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.00729	1.14	1.14	-0.129	-0.0856	0.915	0.908	-0.229	-0.358	-0.314	1.27	1.27	1.23	1.22	-0.0438	-0.762	-0.754	0.382	0.154	0.512	0.468
"ALDH1B1"	"P30837"	0.838378511353029	5.14804489891523e-13	7.33378946385909e-13	3.23820265101011e-08	4.83000530441419e-09	1.01274642847523e-11	1.49585075991407e-11	0.108573826487253	1.94718390604917e-06	2.44948048021138e-07	9.80433465800765e-06	1.67971172290927e-05	8.53305296958878e-05	0.000146697319209291	0.417187966599351	0.934	7.4e-10	1.31e-06	0.0688	0.0809	0.00045	2.1e-10	0.749	0.554	0.289	0.724	0.645	0.822	0.811	0.895	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0645	4.14	4.08	2.43	2.69	3.62	3.56	-0.52	1.91	2.17	1.71	1.65	1.46	1.39	-0.258	-1.83	-1.77	2.31	1.79	-0.12	-0.378
"ALDH9A1"	"P49189"	0.0164985616413936	9.77368717095298e-17	3.08484660444395e-15	2.36800654811723e-11	8.54649971155917e-12	5.17833169837858e-16	2.04610028783044e-14	0.212518734451655	3.08796608292642e-10	1.02691973495821e-10	2.11706891097296e-08	1.25999022693437e-05	7.55307191498796e-08	5.14170106746568e-05	0.596591212075026	0.697	4.64e-14	1.01e-10	0.00122	0.00383	1.05e-09	3.41e-14	0.817	0.0806	0.0137	0.41	0.632	0.586	0.78	0.913	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.668	4.97	4.3	2.9	3.04	4.64	3.97	-0.333	2.57	2.71	2.07	1.4	1.93	1.26	-0.14	-2.38	-1.71	2.59	2.26	-0.31	-0.449
"ALG1"	"Q9BT22"	0.142566912936456	1.96742989781557e-08	7.76675176125512e-07	0.00587233378613152	0.0113094354686283	5.44971479688591e-08	2.32541670415008e-06	0.669852275577544	0.00201855248548008	0.00400748637378448	3.19971501236936e-11	7.02733822282809e-10	5.49475538822703e-11	1.27110928117846e-09	0.785546988015129	0.859	0.00124	0.0847	0.804	0.837	0.067	0.00561	0.899	0.856	0.877	0.11	0.174	0.221	0.201	0.925	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.595	3.14	2.54	-1.18	-1.07	2.97	2.38	-0.17	-1.35	-1.24	4.32	3.73	4.21	3.62	-0.108	-2.54	-1.95	0.6	0.43	1.78	1.67
"APOL2"	"Q9BQE5"	0.293531367151312	1.70995204169692e-07	2.52577514576282e-06	0.600527811007128	0.0168533929518939	2.84536928381267e-09	3.32506994656604e-08	0.0915566369179979	0.0309345927046237	0.429396069881453	6.37305647767874e-07	9.96283171224126e-06	4.98702650569891e-10	5.20200462457586e-09	0.00480225334087496	0.894	0.00682	0.136	0.934	0.848	0.0189	7.54e-05	0.729	0.908	0.954	0.607	0.622	0.315	0.28	0.391	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.203	1.34	1.14	0.1	-0.484	1.67	1.47	0.332	0.432	-0.152	1.24	1.04	1.82	1.62	0.585	-1.05	-0.843	0.294	0.626	0.193	0.778
"ARL6IP1"	"Q15041"	0.00149433191406419	1.10796448223632e-08	8.10981245191821e-05	6.51394000791923e-07	1.5317790145372e-07	1.22863798302104e-08	9.12602011935067e-05	0.964561623522265	5.82009909269459e-07	1.37285005522206e-07	4.294521031652e-14	2.06063589651814e-11	1.74212757042588e-14	6.83294704450873e-12	0.564400167782033	0.413	0.000745	0.383	0.182	0.211	0.0366	0.0669	0.919	0.469	0.244	0.00967	0.0716	0.0204	0.0466	0.91	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	1.15	2.66	1.51	-2.11	-2.3	2.64	1.49	-0.0145	-2.13	-2.31	4.77	3.62	4.96	3.81	0.189	-2.7	-1.55	-0.0383	-0.0528	2.07	2.26
"ARL6IP5"	"O75915"	0.019454163803701	4.8693682650311e-10	1.42501693272352e-07	4.00691750890239e-08	1.81616013203217e-08	2.90604000644172e-09	1.10737116068319e-06	0.417701190983819	5.93069580929332e-09	2.78849324962982e-09	1.00496576766116e-15	3.88772332503019e-14	6.34852331786335e-16	2.30758095280075e-14	0.739233803328093	0.713	3.18e-05	0.0388	0.0745	0.122	0.019	0.00302	0.87	0.186	0.0609	0.00104	0.00536	0.00448	0.00283	0.922	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.732	2.83	2.1	-2.25	-2.35	2.59	1.86	-0.242	-2.5	-2.59	5.08	4.35	5.18	4.45	0.0988	-2.74	-2	0.0942	-0.148	2.35	2.45
"ASF1A"	"Q9Y294"	0.623093557868281	6.51284339932218e-09	2.13979573567352e-09	6.12707337996328e-10	2.25001122910833e-10	2.63775327849953e-09	8.89827241454574e-10	0.690406316622456	2.62571651959159e-10	9.87856066609028e-11	0.292520164978166	0.568861720038424	0.132879757028728	0.301470573719246	0.637174788554647	0.923	0.000461	0.00333	0.00969	0.0241	0.0182	4.59e-07	0.901	0.0769	0.0134	0.927	0.906	0.922	0.935	0.916	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.15	2.56	2.71	2.88	3.03	2.68	2.83	0.122	3	3.15	-0.325	-0.174	-0.469	-0.319	-0.144	-0.715	-0.865	1.84	1.96	-1.04	-1.18
"ATP11B"	"Q9Y2G3"	0.110494973933136	3.0176096796551e-11	8.90169885189052e-10	7.01952909705441e-14	4.00752139208867e-14	3.24400745691923e-12	7.5739725472995e-11	0.24615285517209	4.97336547411833e-13	2.73323126228557e-13	8.26204332797953e-20	4.3611752903283e-19	5.85819622005657e-20	3.02561467286075e-19	0.725823823565976	0.845	8.93e-07	0.00184	3.85e-06	7.12e-05	0.000158	6.44e-09	0.829	0.00407	0.000259	4.74e-08	2.61e-07	1.29e-06	4.15e-08	0.922	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.418	2.78	2.37	-3.65	-3.74	3.08	2.67	0.3	-3.35	-3.44	6.44	6.02	6.53	6.11	0.0896	-3.21	-2.79	-0.424	-0.124	3.23	3.32
"ATP1B3"	"P54709"	0.936201194617604	1.81585460783288e-08	2.19303962887894e-08	3.40200340129052e-10	1.07326151583097e-08	0.000698634768310306	0.000860612298813495	0.00030914298796869	1.51670751355746e-13	2.24250640403967e-12	5.04486466670778e-16	5.62447628096425e-16	4.5264454474597e-15	5.09115916197126e-15	0.128182308305053	0.937	0.00116	0.0147	0.00699	0.104	0.623	0.197	0.0904	0.00221	0.00135	0.000707	0.000423	0.0114	0.00107	0.815	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0113	1.12	1.11	-1.37	-1.15	0.537	0.526	-0.581	-1.95	-1.73	2.49	2.48	2.27	2.26	-0.219	-1.07	-1.06	0.0478	-0.533	1.42	1.2
"ATP2A2"	"P16615"	0.121896476585075	1.75709910336493e-07	4.10530644143113e-09	0.0162848554114267	0.0888642533293506	6.33144974916752e-05	9.9787775726866e-07	0.0300322944666203	4.86641599892947e-05	0.000399716324037382	4.94569963001658e-10	1.96409374714083e-11	2.81720541439107e-09	9.52738693147334e-11	0.429706492903301	0.851	0.00696	0.00513	0.843	0.888	0.439	0.00276	0.577	0.734	0.805	0.212	0.0706	0.402	0.106	0.896	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.248	1.09	1.34	-0.398	-0.274	0.738	0.986	-0.356	-0.754	-0.63	1.49	1.74	1.37	1.62	-0.124	-0.741	-0.989	0.353	-0.00244	0.751	0.627
"BAG6"	"P46379"	0.000753570572039095	2.4477178960817e-06	3.24255949183983e-10	3.28033834059934e-05	0.00597254544527926	7.94053751999004e-05	5.91196725131338e-09	0.194037582824673	1.03912232170047e-06	0.000199916000964282	2.90241933617126e-11	3.72997324588644e-14	1.89739178942277e-09	1.05163205119956e-12	0.0537930079130177	0.34	0.0363	0.000902	0.463	0.817	0.457	8.08e-06	0.808	0.511	0.775	0.107	0.00525	0.378	0.0215	0.731	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	-0.451	0.711	1.16	-0.593	-0.354	0.553	1	-0.158	-0.75	-0.512	1.3	1.76	1.06	1.52	-0.239	-0.53	-0.982	0.181	0.023	0.773	0.535
"BAK1"	"Q16611"	0.0663044294241665	1.05198563499927e-06	0.000154409728032539	0.0818822838950875	0.0355931094596917	4.21842012340554e-07	5.93454462320852e-05	0.719167646127808	0.159952743896987	0.0751822968368443	1.30145370222906e-08	1.38050347210062e-06	5.1353846317506e-09	4.94170560582441e-07	0.687215920515559	0.813	0.0221	0.444	0.891	0.867	0.14	0.0522	0.903	0.931	0.932	0.379	0.525	0.438	0.575	0.919	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1.4	4.63	3.23	-1.32	-1.62	4.89	3.49	0.265	-1.05	-1.35	5.95	4.55	6.24	4.84	0.297	-3.85	-2.45	0.775	1.04	2.09	2.39
"BAX"	"Q07812"	0.0303093763094447	6.66071736792443e-09	1.70236279663624e-06	2.42638051011879e-05	6.42726898602769e-08	1.99089230582729e-09	4.35472325801996e-07	0.59378055772706	0.000100412311102605	2.3919177602555e-07	2.91558543118194e-13	1.7685818060743e-11	7.29258730317989e-15	2.66361117520087e-13	0.0269313464905796	0.753	0.00047	0.117	0.437	0.17	0.0159	0.0013	0.892	0.764	0.287	0.0219	0.0685	0.0141	0.0112	0.646	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0.509	1.88	1.37	-1.14	-1.66	2	1.49	0.12	-1.02	-1.54	3.01	2.51	3.54	3.03	0.521	-1.82	-1.31	0.0538	0.174	1.19	1.71
"BROX"	"Q5VW32"	0.163334274443253	5.16698248033369e-11	1.00453960211801e-09	2.49391829174859e-06	0.000124378023617546	7.1409807868251e-14	7.75958128088173e-13	0.0010188425276943	4.21058083736127e-10	1.14072783171801e-08	6.97331522585984e-05	0.00286100653349867	1.4214446680518e-06	5.92536320576121e-05	0.146591345561561	0.867	1.86e-06	0.002	0.256	0.642	2.54e-06	1.53e-13	0.168	0.0879	0.102	0.786	0.809	0.71	0.785	0.826	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.527	3.95	3.42	2.21	1.66	5.31	4.78	1.36	3.57	3.02	1.74	1.21	2.29	1.76	0.55	-2.3	-1.77	1.65	3.01	-0.563	-0.0127
"C18orf32"	"Q8TCD1"	0.0914416256807298	9.65515795822255e-18	8.04556565573448e-17	0.683624204163078	0.364444360487609	3.94717292374945e-17	3.69215856782246e-16	0.249016093260632	0.123670721412525	0.0454123842715447	6.00133882785702e-18	4.81524672710111e-17	3.36578742783779e-18	2.58125994832665e-17	0.613654783360052	0.834	4.64e-14	7.23e-14	0.937	0.917	3.24e-12	3.41e-14	0.83	0.927	0.925	1.51e-05	5.25e-05	0.000107	1.48e-05	0.914	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.523	6.26	5.74	-0.123	-0.275	5.91	5.38	-0.352	-0.475	-0.627	6.38	5.86	6.53	6.01	0.152	-4.27	-3.74	1.99	1.64	2.11	2.27
"CAPZB"	"P47756"	0.141611238084682	3.81273543338041e-10	1.0703411318822e-08	8.85083197487607e-08	6.93683967513113e-06	4.54524586361694e-12	8.34605153864386e-11	0.0327917451788402	5.30253092748977e-10	2.552954557649e-08	0.0232777646702837	0.37863691681507	0.000323055736286142	0.0142084794980675	0.0948516152844315	0.859	2.39e-05	0.00954	0.0986	0.445	0.000215	7.76e-09	0.59	0.0933	0.135	0.897	0.899	0.847	0.899	0.788	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.192	1.24	1.05	0.932	0.712	1.52	1.33	0.286	1.22	0.998	0.306	0.114	0.526	0.334	0.22	-0.631	-0.439	0.607	0.893	-0.325	-0.105
"CCR7"	"P32248"	0.175676294732508	5.02603163759361e-08	1.56889153290956e-06	0.0036381185357228	0.000571417863702293	5.18754498426991e-07	1.85648755512177e-05	0.348736286957005	0.000317387620475346	4.68265621437747e-05	4.75514157394237e-11	8.37462811835334e-10	1.16412439134775e-11	1.81141517590232e-10	0.472843672555685	0.87	0.00267	0.113	0.783	0.723	0.149	0.0264	0.857	0.805	0.7	0.124	0.181	0.159	0.127	0.901	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.54	2.94	2.4	-1.24	-1.52	2.57	2.03	-0.37	-1.61	-1.89	4.18	3.64	4.46	3.92	0.282	-2.45	-1.91	0.491	0.121	1.73	2.01
"CCT2"	"P78371"	0.147133358606868	4.04852738335176e-08	1.34912259223832e-09	3.29541495003515e-05	1.33168999248841e-06	7.66702748919959e-09	2.94058186194482e-10	0.481039791094241	5.09232088820948e-06	2.22262192884208e-07	0.0133626693780056	0.000318904701499652	0.167891211720788	0.00728444790511658	0.227065610405025	0.861	0.00225	0.00245	0.463	0.323	0.0297	7.46e-08	0.879	0.616	0.281	0.889	0.751	0.924	0.889	0.858	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.158	0.812	0.971	0.531	0.662	0.888	1.05	0.0757	0.607	0.738	0.281	0.44	0.15	0.309	-0.131	-0.329	-0.487	0.483	0.559	-0.0477	-0.179
"CD38"	"P28907"	0.724679115237599	6.35742037874451e-10	3.00033376064246e-10	4.19904394430313e-05	0.00069380020390939	2.27956586223926e-08	9.98268252504752e-09	0.121688497310854	6.71499174163269e-07	1.04782849727638e-05	7.15986894771495e-14	4.07621203711529e-14	4.17065712923165e-13	2.2941878821106e-13	0.294172973951932	0.929	4.27e-05	0.00085	0.484	0.732	0.0478	1.62e-05	0.762	0.48	0.6	0.0121	0.00548	0.0677	0.0104	0.875	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	-0.0834	2.23	2.31	-1.15	-0.903	1.85	1.94	-0.375	-1.53	-1.28	3.38	3.47	3.13	3.22	-0.251	-1.75	-1.84	0.477	0.102	1.63	1.38
"CD3D"	"P04234"	0.00235897185740459	2.18900796022279e-08	0.000109105114792224	1.11962279824524e-06	6.8783526638555e-13	4.01646511259048e-11	6.20505144474909e-08	0.00696164488604884	0.00226594058771237	1.71306895095178e-10	9.63827128424253e-14	3.89212976475357e-11	9.46524595460019e-18	6.50900701766748e-16	3.77063804815284e-07	0.471	0.00136	0.411	0.211	0.000747	0.00135	0.00016	0.358	0.859	0.0179	0.0138	0.0858	0.000281	0.000291	0.000855	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0.47	1.1	0.635	-0.881	-1.82	1.51	1.04	0.409	-0.472	-1.41	1.99	1.52	2.93	2.46	0.941	-1.33	-0.864	-0.228	0.18	0.652	1.59
"CD44"	"P16070"	0.00400822562542653	7.39461344795115e-08	7.07974072030669e-11	7.67936201423046e-11	0.00460121637122948	0.113794069618762	5.86101692046479e-05	4.44550586102407e-06	4.09754720545308e-15	2.49751500588982e-09	4.21759648570555e-16	8.3349978488845e-18	7.92208472757476e-11	2.45935673555725e-13	7.12351420942619e-08	0.538	0.00362	0.000244	0.00278	0.808	0.867	0.0519	0.0044	1e-04	0.0585	0.000647	1.05e-05	0.237	0.0108	0.000128	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	-0.614	1.44	2.06	-2.05	-0.604	0.318	0.933	-1.12	-3.17	-1.73	3.49	4.11	2.05	2.66	-1.45	-1.11	-1.73	0.329	-0.796	2.38	0.932
"CD53"	"P19397"	4.23919639665725e-05	1.4807343196395e-10	1.58432127597525e-05	0.00529827827752476	0.000205462324840655	1.3255740813018e-10	1.37465128237126e-05	0.95714203013013	0.00604438051454151	0.00023686346191705	5.01686539960794e-13	8.5328916943058e-09	6.16136544432739e-14	5.16334312958973e-10	0.214128734799437	0.127	7.69e-06	0.246	0.8	0.671	0.00297	0.0218	0.919	0.88	0.783	0.0279	0.283	0.0349	0.165	0.854	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	2.78	5.77	2.99	-1.72	-2.44	5.8	3.02	0.0306	-1.69	-2.41	7.49	4.71	8.2	5.43	0.719	-5.01	-2.23	0.761	0.792	2.48	3.2
"CD63"	"P08962"	0.905912221765237	6.64244933851792e-16	7.81327929175362e-16	5.3135124099049e-13	1.6862916459555e-08	5.34779464330709e-11	6.78050244188306e-11	2.62427948472681e-07	2.691687827812e-17	3.22567150519391e-14	6.82221986983717e-22	7.52085538069751e-22	6.78648465794298e-20	7.62046970344571e-20	2.13135967170324e-05	0.936	4.64e-14	4.28e-12	4.08e-05	0.12	0.00164	5.19e-09	0.000264	1.71e-07	3.38e-05	8.48e-12	1.38e-12	1.41e-06	5.53e-09	0.0273	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.029	4.28	4.25	-3.21	-1.96	2.61	2.58	-1.68	-4.89	-3.63	7.5	7.47	6.24	6.21	-1.26	-3.44	-3.41	0.841	-0.837	4.06	2.8
